sentence1,sentence2,similarity
אני חש בלחץ,איך אתה מרגיש?,negative
אני בלחץ היום,איך אתה מרגיש?,negative
אני שמח היום,איך אתה מרגיש?,negative
אני עצוב היום,איך אתה מרגיש?,negative
אני מצטער טעיתי,איך אתה מרגיש?,negative
אני שמחה היום,איך אתה מרגיש?,negative
אני עצובה היום,איך אתה מרגיש?,negative
אני מצטערת כל כך,איך אתה מרגיש?,negative
אני חשה בלחץ,איך אתה מרגיש?,negative
אני מרגיש שמח,איך אתה מרגיש?,negative
אני מרגישה שמחה,איך אתה מרגיש?,negative
אני חש שמח,איך אתה מרגיש?,negative
אני מרגיש שמחה,איך אתה מרגיש?,negative
אני מרגישה מרוצה,איך אתה מרגיש?,negative
אני מרגיש מרוצה,איך אתה מרגיש?,negative
אני חשה מרוצה היום,איך אתה מרגיש?,negative
אני חש מרוצה היום,איך אתה מרגיש?,negative
אני מרגישה בודדה בעולם,איך אתה מרגיש?,negative
אני מרגיש בודד בעולם,איך אתה מרגיש?,negative
אני חשה בודדה בעולם,איך אתה מרגיש?,negative
אני חש בודד בעולם,איך אתה מרגיש?,negative
אני מרגישה לבד לפעמים,איך אתה מרגיש?,negative
אני מרגיש לבד לפעמים,איך אתה מרגיש?,negative
אני חשה לבד לפעמים,איך אתה מרגיש?,negative
אני חש לבד לפעמים,איך אתה מרגיש?,negative
אני מרגישה צער לפעמים,איך אתה מרגיש?,negative
אני מרגיש צער בעיקר בלילה,איך אתה מרגיש?,negative
אני חשה צער לעיתים קרובות,איך אתה מרגיש?,negative
אני חש צער לעיתים רחוקות,איך אתה מרגיש?,negative
אני לא מפחד בדרך כלל,איך אתה מרגיש?,negative
אני לא מפחדת מהמוות,איך אתה מרגיש?,negative
אני מרגיש שאכזבתי את משפחתי,איך אתה מרגיש?,negative
אני מרגישה שאכזבתי את המשפחה,איך אתה מרגיש?,negative
אני פוחד,איך אתה מרגיש?,negative
אני פוחדת,איך אתה מרגיש?,negative
אני חושש,איך אתה מרגיש?,negative
אני חוששת,איך אתה מרגיש?,negative
אני מרגיש פחד,איך אתה מרגיש?,negative
אני מרגישה פחד,איך אתה מרגיש?,negative
אני נרעש,איך אתה מרגיש?,negative
אני נרעשת,איך אתה מרגיש?,negative
אני לא רגוע,איך אתה מרגיש?,negative
אני לא רגועה,איך אתה מרגיש?,negative
אני מאוד פוחד,איך אתה מרגיש?,negative
אני מאוד פוחדת,איך אתה מרגיש?,negative
אני חושש נורא,איך אתה מרגיש?,negative
אני חוששת נרוא,איך אתה מרגיש?,negative
אני מרגיש פחד נוראי,איך אתה מרגיש?,negative
אני מרגישה פחד נוראי,איך אתה מרגיש?,negative
אני מאוד נרעש,איך אתה מרגיש?,negative
אני מאוד נרעשת,איך אתה מרגיש?,negative
אני מאוד לא רגוע,איך אתה מרגיש?,negative
אני מאוד לא רגועה,איך אתה מרגיש?,negative
זה ממש מלחיץ אותי,איך אתה מרגיש?,negative
זה ממש מפחיד אותי,איך אתה מרגיש?,negative
בדרך כלל זה נושא מפחיד,איך אתה מרגיש?,negative
לא מדברים על זה כי זה מפחיד,איך אתה מרגיש?,negative
אנשים לא אוהבים לדבר על מה שמפחיד אותם,איך אתה מרגיש?,negative
אני בטוח שכולם מפחדים,איך אתה מרגיש?,negative
אני בטוח שכולם בגילי חוששים,איך אתה מרגיש?,negative
לצערי החשש מלווה את חיינו,איך אתה מרגיש?,negative
לצערי כולנו מפחדים בגיל הזה,איך אתה מרגיש?,negative
זה מפחיד אותי,איך אתה מרגיש?,negative
זה מעורר בי קצת פחד,איך אתה מרגיש?,negative
אני יכול להבין למה מפחדים מזה,איך אתה מרגיש?,negative
היום זה לא מפחיד אבל מחר יכול להשתנות,איך אתה מרגיש?,negative
כל אחד מפחד ממשהו אחר,איך אתה מרגיש?,negative
משהו מטריד אותי,איך אתה מרגיש?,negative
לא ברור לי מה מטריד אותי,איך אתה מרגיש?,negative
הייתי שמח לדבר,איך אתה מרגיש?,negative
קשה לי לדבר על מה שאני מרגיש,איך אתה מרגיש?,negative
אני מרגיש מרוחק מעצמי,איך אתה מרגיש?,negative
אני מרגיש זקן,איך אתה מרגיש?,negative
אני מרגישה זקנה,איך אתה מרגיש?,negative
אני יודע שזה לא רציונלי מצידי לפחד,איך אתה מרגיש?,negative
אני רוצה לדבר על זה,איך אתה מרגיש?,negative
בלילה בעיקר עולות מחשבות של חשש,איך אתה מרגיש?,negative
אני חושב שהגזמתי בתגובתי,איך אתה מרגיש?,negative
כשאני לבד אני חושש,איך אתה מרגיש?,negative
כשאני לבד אני יותר מפחד,איך אתה מרגיש?,negative
אני מרגיש שעליתי במשקל,איך אתה מרגיש?,negative
אני מרגישה שמנה,איך אתה מרגיש?,negative
אני מרגישה תסכול,איך אתה מרגיש?,negative
אני מרגיש תסכול,איך אתה מרגיש?,negative
"אתה מרגיש עכשיו הקלה, זה נכון?",איך אתה מרגיש?,negative
אני מרגיש בר מזל,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה ברת מזל,מה התחביבים שאתה אוהב לעשות?,negative
אני חש בר מזל,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה ברת מזל,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה לא טוב,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש לא טוב,מה התחביבים שאתה אוהב לעשות?,negative
אני חש לא טוב,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה לא טוב,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש טוב,מה התחביבים שאתה אוהב לעשות?,negative
זה ממש מעצבן,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה כעוסה,מה התחביבים שאתה אוהב לעשות?,negative
אני ממש התעצבנתי,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה טוב,מה התחביבים שאתה אוהב לעשות?,negative
אני כועס עכשיו,מה התחביבים שאתה אוהב לעשות?,negative
אני חש טוב,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה טוב,מה התחביבים שאתה אוהב לעשות?,negative
אני חש בטוב,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה בטוב,מה התחביבים שאתה אוהב לעשות?,negative
אני חש נהדר,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש נהדר,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש מבולבל,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה מבולבלת,מה התחביבים שאתה אוהב לעשות?,negative
אני חש מבולבל,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה מבולבלת,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש שאני בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה שאני בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני חש שאני בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני חש בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה שאני בבית,מה התחביבים שאתה אוהב לעשות?,negative
אני מתרגשת,מה התחביבים שאתה אוהב לעשות?,negative
אני מתרגש,מה התחביבים שאתה אוהב לעשות?,negative
אני חש התרגשות,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה התרגשות,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש געגוע,מה התחביבים שאתה אוהב לעשות?,negative
אני חש געגוע,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה געגוע,מה התחביבים שאתה אוהב לעשות?,negative
אני מתגעגעת,מה התחביבים שאתה אוהב לעשות?,negative
אני מתגעגע,מה התחביבים שאתה אוהב לעשות?,negative
אני מפחד היום,מה התחביבים שאתה אוהב לעשות?,negative
אני מפחדת היום,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש פחד היום,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה פחד היום,מה התחביבים שאתה אוהב לעשות?,negative
אני חש פחד היום,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה פחד היום,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה קצת חולה,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש קצת חולה,מה התחביבים שאתה אוהב לעשות?,negative
אני חש חולה,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה חולה,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש קצת חולה,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש לבד,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה לבד,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש לא קשור לכאן,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה לא קשורה לכאן,מה התחביבים שאתה אוהב לעשות?,negative
אני חש לא קשור לכאן,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה לא קשורה לכאן,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש בלחץ,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה בלחץ,מה התחביבים שאתה אוהב לעשות?,negative
אני חש בלחץ,מה התחביבים שאתה אוהב לעשות?,negative
אני בלחץ היום,מה התחביבים שאתה אוהב לעשות?,negative
אני שמח היום,מה התחביבים שאתה אוהב לעשות?,negative
אני עצוב היום,מה התחביבים שאתה אוהב לעשות?,negative
אני מצטער טעיתי,מה התחביבים שאתה אוהב לעשות?,negative
אני שמחה היום,מה התחביבים שאתה אוהב לעשות?,negative
אני עצובה היום,מה התחביבים שאתה אוהב לעשות?,negative
אני מצטערת כל כך,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה בלחץ,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש שמח,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה שמחה,מה התחביבים שאתה אוהב לעשות?,negative
אני חש שמח,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש שמחה,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה מרוצה,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש מרוצה,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה מרוצה היום,מה התחביבים שאתה אוהב לעשות?,negative
אני חש מרוצה היום,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה בודדה בעולם,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש בודד בעולם,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה בודדה בעולם,מה התחביבים שאתה אוהב לעשות?,negative
אני חש בודד בעולם,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה לבד לפעמים,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש לבד לפעמים,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה לבד לפעמים,מה התחביבים שאתה אוהב לעשות?,negative
אני חש לבד לפעמים,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה צער לפעמים,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש צער בעיקר בלילה,מה התחביבים שאתה אוהב לעשות?,negative
אני חשה צער לעיתים קרובות,מה התחביבים שאתה אוהב לעשות?,negative
אני חש צער לעיתים רחוקות,מה התחביבים שאתה אוהב לעשות?,negative
אני לא מפחד בדרך כלל,מה התחביבים שאתה אוהב לעשות?,negative
אני לא מפחדת מהמוות,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש שאכזבתי את משפחתי,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה שאכזבתי את המשפחה,מה התחביבים שאתה אוהב לעשות?,negative
אני פוחד,מה התחביבים שאתה אוהב לעשות?,negative
אני פוחדת,מה התחביבים שאתה אוהב לעשות?,negative
אני חושש,מה התחביבים שאתה אוהב לעשות?,negative
אני חוששת,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש פחד,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה פחד,מה התחביבים שאתה אוהב לעשות?,negative
אני נרעש,מה התחביבים שאתה אוהב לעשות?,negative
אני נרעשת,מה התחביבים שאתה אוהב לעשות?,negative
אני לא רגוע,מה התחביבים שאתה אוהב לעשות?,negative
אני לא רגועה,מה התחביבים שאתה אוהב לעשות?,negative
אני מאוד פוחד,מה התחביבים שאתה אוהב לעשות?,negative
אני מאוד פוחדת,מה התחביבים שאתה אוהב לעשות?,negative
אני חושש נורא,מה התחביבים שאתה אוהב לעשות?,negative
אני חוששת נרוא,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש פחד נוראי,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה פחד נוראי,מה התחביבים שאתה אוהב לעשות?,negative
אני מאוד נרעש,מה התחביבים שאתה אוהב לעשות?,negative
אני מאוד נרעשת,מה התחביבים שאתה אוהב לעשות?,negative
אני מאוד לא רגוע,מה התחביבים שאתה אוהב לעשות?,negative
אני מאוד לא רגועה,מה התחביבים שאתה אוהב לעשות?,negative
זה ממש מלחיץ אותי,מה התחביבים שאתה אוהב לעשות?,negative
זה ממש מפחיד אותי,מה התחביבים שאתה אוהב לעשות?,negative
בדרך כלל זה נושא מפחיד,מה התחביבים שאתה אוהב לעשות?,negative
לא מדברים על זה כי זה מפחיד,מה התחביבים שאתה אוהב לעשות?,negative
אנשים לא אוהבים לדבר על מה שמפחיד אותם,מה התחביבים שאתה אוהב לעשות?,negative
אני בטוח שכולם מפחדים,מה התחביבים שאתה אוהב לעשות?,negative
אני בטוח שכולם בגילי חוששים,מה התחביבים שאתה אוהב לעשות?,negative
לצערי החשש מלווה את חיינו,מה התחביבים שאתה אוהב לעשות?,negative
לצערי כולנו מפחדים בגיל הזה,מה התחביבים שאתה אוהב לעשות?,negative
זה מפחיד אותי,מה התחביבים שאתה אוהב לעשות?,negative
זה מעורר בי קצת פחד,מה התחביבים שאתה אוהב לעשות?,negative
אני יכול להבין למה מפחדים מזה,מה התחביבים שאתה אוהב לעשות?,negative
היום זה לא מפחיד אבל מחר יכול להשתנות,מה התחביבים שאתה אוהב לעשות?,negative
כל אחד מפחד ממשהו אחר,מה התחביבים שאתה אוהב לעשות?,negative
משהו מטריד אותי,מה התחביבים שאתה אוהב לעשות?,negative
לא ברור לי מה מטריד אותי,מה התחביבים שאתה אוהב לעשות?,negative
הייתי שמח לדבר,מה התחביבים שאתה אוהב לעשות?,negative
קשה לי לדבר על מה שאני מרגיש,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש מרוחק מעצמי,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש זקן,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה זקנה,מה התחביבים שאתה אוהב לעשות?,negative
אני יודע שזה לא רציונלי מצידי לפחד,מה התחביבים שאתה אוהב לעשות?,negative
אני רוצה לדבר על זה,מה התחביבים שאתה אוהב לעשות?,negative
בלילה בעיקר עולות מחשבות של חשש,מה התחביבים שאתה אוהב לעשות?,negative
אני חושב שהגזמתי בתגובתי,מה התחביבים שאתה אוהב לעשות?,negative
כשאני לבד אני חושש,מה התחביבים שאתה אוהב לעשות?,negative
כשאני לבד אני יותר מפחד,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש שעליתי במשקל,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה שמנה,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגישה תסכול,מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש תסכול,מה התחביבים שאתה אוהב לעשות?,negative
"אתה מרגיש עכשיו הקלה, זה נכון?",מה התחביבים שאתה אוהב לעשות?,negative
אני מרגיש בר מזל,תספר לי על המשפחה שלך,negative
אני מרגישה ברת מזל,תספר לי על המשפחה שלך,negative
אני חש בר מזל,תספר לי על המשפחה שלך,negative
אני חשה ברת מזל,תספר לי על המשפחה שלך,negative
אני מרגישה לא טוב,תספר לי על המשפחה שלך,negative
אני מרגיש לא טוב,תספר לי על המשפחה שלך,negative
אני חש לא טוב,תספר לי על המשפחה שלך,negative
אני חשה לא טוב,תספר לי על המשפחה שלך,negative
אני מרגיש טוב,תספר לי על המשפחה שלך,negative
זה ממש מעצבן,תספר לי על המשפחה שלך,negative
אני מרגישה כעוסה,תספר לי על המשפחה שלך,negative
אני ממש התעצבנתי,תספר לי על המשפחה שלך,negative
אני מרגישה טוב,תספר לי על המשפחה שלך,negative
אני כועס עכשיו,תספר לי על המשפחה שלך,negative
אני חש טוב,תספר לי על המשפחה שלך,negative
אני חשה טוב,תספר לי על המשפחה שלך,negative
אני חש בטוב,תספר לי על המשפחה שלך,negative
אני חשה בטוב,תספר לי על המשפחה שלך,negative
אני חש נהדר,תספר לי על המשפחה שלך,negative
אני מרגיש נהדר,תספר לי על המשפחה שלך,negative
אני מרגיש מבולבל,תספר לי על המשפחה שלך,negative
אני מרגישה מבולבלת,תספר לי על המשפחה שלך,negative
אני חש מבולבל,תספר לי על המשפחה שלך,negative
אני חשה מבולבלת,תספר לי על המשפחה שלך,negative
אני מרגיש בבית,תספר לי על המשפחה שלך,negative
אני מרגישה בבית,תספר לי על המשפחה שלך,negative
אני מרגיש שאני בבית,תספר לי על המשפחה שלך,negative
אני מרגישה שאני בבית,תספר לי על המשפחה שלך,negative
אני חש שאני בבית,תספר לי על המשפחה שלך,negative
אני חש בבית,תספר לי על המשפחה שלך,negative
אני חשה בבית,תספר לי על המשפחה שלך,negative
אני חשה שאני בבית,תספר לי על המשפחה שלך,negative
אני מתרגשת,תספר לי על המשפחה שלך,negative
אני מתרגש,תספר לי על המשפחה שלך,negative
אני חש התרגשות,תספר לי על המשפחה שלך,negative
אני חשה התרגשות,תספר לי על המשפחה שלך,negative
אני מרגיש געגוע,תספר לי על המשפחה שלך,negative
אני חש געגוע,תספר לי על המשפחה שלך,negative
אני חשה געגוע,תספר לי על המשפחה שלך,negative
אני מתגעגעת,תספר לי על המשפחה שלך,negative
אני מתגעגע,תספר לי על המשפחה שלך,negative
אני מפחד היום,תספר לי על המשפחה שלך,negative
אני מפחדת היום,תספר לי על המשפחה שלך,negative
אני מרגיש פחד היום,תספר לי על המשפחה שלך,negative
אני מרגישה פחד היום,תספר לי על המשפחה שלך,negative
אני חש פחד היום,תספר לי על המשפחה שלך,negative
אני חשה פחד היום,תספר לי על המשפחה שלך,negative
אני מרגישה קצת חולה,תספר לי על המשפחה שלך,negative
אני מרגיש קצת חולה,תספר לי על המשפחה שלך,negative
אני חש חולה,תספר לי על המשפחה שלך,negative
אני חשה חולה,תספר לי על המשפחה שלך,negative
אני מרגיש קצת חולה,תספר לי על המשפחה שלך,negative
אני מרגיש לבד,תספר לי על המשפחה שלך,negative
אני מרגישה לבד,תספר לי על המשפחה שלך,negative
אני מרגיש לא קשור לכאן,תספר לי על המשפחה שלך,negative
אני מרגישה לא קשורה לכאן,תספר לי על המשפחה שלך,negative
אני חש לא קשור לכאן,תספר לי על המשפחה שלך,negative
אני חשה לא קשורה לכאן,תספר לי על המשפחה שלך,negative
אני מרגיש בלחץ,תספר לי על המשפחה שלך,negative
אני מרגישה בלחץ,תספר לי על המשפחה שלך,negative
אני חש בלחץ,תספר לי על המשפחה שלך,negative
אני בלחץ היום,תספר לי על המשפחה שלך,negative
אני שמח היום,תספר לי על המשפחה שלך,negative
אני עצוב היום,תספר לי על המשפחה שלך,negative
אני מצטער טעיתי,תספר לי על המשפחה שלך,negative
אני שמחה היום,תספר לי על המשפחה שלך,negative
אני עצובה היום,תספר לי על המשפחה שלך,negative
אני מצטערת כל כך,תספר לי על המשפחה שלך,negative
אני חשה בלחץ,תספר לי על המשפחה שלך,negative
אני מרגיש שמח,תספר לי על המשפחה שלך,negative
אני מרגישה שמחה,תספר לי על המשפחה שלך,negative
אני חש שמח,תספר לי על המשפחה שלך,negative
אני מרגיש שמחה,תספר לי על המשפחה שלך,negative
אני מרגישה מרוצה,תספר לי על המשפחה שלך,negative
אני מרגיש מרוצה,תספר לי על המשפחה שלך,negative
אני חשה מרוצה היום,תספר לי על המשפחה שלך,negative
אני חש מרוצה היום,תספר לי על המשפחה שלך,negative
אני מרגישה בודדה בעולם,תספר לי על המשפחה שלך,negative
אני מרגיש בודד בעולם,תספר לי על המשפחה שלך,negative
אני חשה בודדה בעולם,תספר לי על המשפחה שלך,negative
אני חש בודד בעולם,תספר לי על המשפחה שלך,negative
אני מרגישה לבד לפעמים,תספר לי על המשפחה שלך,negative
אני מרגיש לבד לפעמים,תספר לי על המשפחה שלך,negative
אני חשה לבד לפעמים,תספר לי על המשפחה שלך,negative
אני חש לבד לפעמים,תספר לי על המשפחה שלך,negative
אני מרגישה צער לפעמים,תספר לי על המשפחה שלך,negative
אני מרגיש צער בעיקר בלילה,תספר לי על המשפחה שלך,negative
אני חשה צער לעיתים קרובות,תספר לי על המשפחה שלך,negative
אני חש צער לעיתים רחוקות,תספר לי על המשפחה שלך,negative
אני לא מפחד בדרך כלל,תספר לי על המשפחה שלך,negative
אני לא מפחדת מהמוות,תספר לי על המשפחה שלך,negative
אני מרגיש שאכזבתי את משפחתי,תספר לי על המשפחה שלך,negative
אני מרגישה שאכזבתי את המשפחה,תספר לי על המשפחה שלך,negative
אני פוחד,תספר לי על המשפחה שלך,negative
אני פוחדת,תספר לי על המשפחה שלך,negative
אני חושש,תספר לי על המשפחה שלך,negative
אני חוששת,תספר לי על המשפחה שלך,negative
אני מרגיש פחד,תספר לי על המשפחה שלך,negative
אני מרגישה פחד,תספר לי על המשפחה שלך,negative
אני נרעש,תספר לי על המשפחה שלך,negative
אני נרעשת,תספר לי על המשפחה שלך,negative
אני לא רגוע,תספר לי על המשפחה שלך,negative
אני לא רגועה,תספר לי על המשפחה שלך,negative
אני מאוד פוחד,תספר לי על המשפחה שלך,negative
אני מאוד פוחדת,תספר לי על המשפחה שלך,negative
אני חושש נורא,תספר לי על המשפחה שלך,negative
אני חוששת נרוא,תספר לי על המשפחה שלך,negative
אני מרגיש פחד נוראי,תספר לי על המשפחה שלך,negative
אני מרגישה פחד נוראי,תספר לי על המשפחה שלך,negative
אני מאוד נרעש,תספר לי על המשפחה שלך,negative
אני מאוד נרעשת,תספר לי על המשפחה שלך,negative
אני מאוד לא רגוע,תספר לי על המשפחה שלך,negative
אני מאוד לא רגועה,תספר לי על המשפחה שלך,negative
זה ממש מלחיץ אותי,תספר לי על המשפחה שלך,negative
זה ממש מפחיד אותי,תספר לי על המשפחה שלך,negative
בדרך כלל זה נושא מפחיד,תספר לי על המשפחה שלך,negative
לא מדברים על זה כי זה מפחיד,תספר לי על המשפחה שלך,negative
אנשים לא אוהבים לדבר על מה שמפחיד אותם,תספר לי על המשפחה שלך,negative
אני בטוח שכולם מפחדים,תספר לי על המשפחה שלך,negative
אני בטוח שכולם בגילי חוששים,תספר לי על המשפחה שלך,negative
לצערי החשש מלווה את חיינו,תספר לי על המשפחה שלך,negative
לצערי כולנו מפחדים בגיל הזה,תספר לי על המשפחה שלך,negative
זה מפחיד אותי,תספר לי על המשפחה שלך,negative
זה מעורר בי קצת פחד,תספר לי על המשפחה שלך,negative
אני יכול להבין למה מפחדים מזה,תספר לי על המשפחה שלך,negative
היום זה לא מפחיד אבל מחר יכול להשתנות,תספר לי על המשפחה שלך,negative
כל אחד מפחד ממשהו אחר,תספר לי על המשפחה שלך,negative
משהו מטריד אותי,תספר לי על המשפחה שלך,negative
לא ברור לי מה מטריד אותי,תספר לי על המשפחה שלך,negative
הייתי שמח לדבר,תספר לי על המשפחה שלך,negative
קשה לי לדבר על מה שאני מרגיש,תספר לי על המשפחה שלך,negative
אני מרגיש מרוחק מעצמי,תספר לי על המשפחה שלך,negative
אני מרגיש זקן,תספר לי על המשפחה שלך,negative
אני מרגישה זקנה,תספר לי על המשפחה שלך,negative
אני יודע שזה לא רציונלי מצידי לפחד,תספר לי על המשפחה שלך,negative
אני רוצה לדבר על זה,תספר לי על המשפחה שלך,negative
בלילה בעיקר עולות מחשבות של חשש,תספר לי על המשפחה שלך,negative
אני חושב שהגזמתי בתגובתי,תספר לי על המשפחה שלך,negative
כשאני לבד אני חושש,תספר לי על המשפחה שלך,negative
כשאני לבד אני יותר מפחד,תספר לי על המשפחה שלך,negative
אני מרגיש שעליתי במשקל,תספר לי על המשפחה שלך,negative
אני מרגישה שמנה,תספר לי על המשפחה שלך,negative
אני מרגישה תסכול,תספר לי על המשפחה שלך,negative
אני מרגיש תסכול,תספר לי על המשפחה שלך,negative
"אתה מרגיש עכשיו הקלה, זה נכון?",תספר לי על המשפחה שלך,negative
אני מרגיש בר מזל,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה ברת מזל,מה הפעולות שאתה יודע לעשות?,negative
אני חש בר מזל,מה הפעולות שאתה יודע לעשות?,negative
אני חשה ברת מזל,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה לא טוב,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש לא טוב,מה הפעולות שאתה יודע לעשות?,negative
אני חש לא טוב,מה הפעולות שאתה יודע לעשות?,negative
אני חשה לא טוב,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש טוב,מה הפעולות שאתה יודע לעשות?,negative
זה ממש מעצבן,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה כעוסה,מה הפעולות שאתה יודע לעשות?,negative
אני ממש התעצבנתי,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה טוב,מה הפעולות שאתה יודע לעשות?,negative
אני כועס עכשיו,מה הפעולות שאתה יודע לעשות?,negative
אני חש טוב,מה הפעולות שאתה יודע לעשות?,negative
אני חשה טוב,מה הפעולות שאתה יודע לעשות?,negative
אני חש בטוב,מה הפעולות שאתה יודע לעשות?,negative
אני חשה בטוב,מה הפעולות שאתה יודע לעשות?,negative
אני חש נהדר,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש נהדר,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש מבולבל,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה מבולבלת,מה הפעולות שאתה יודע לעשות?,negative
אני חש מבולבל,מה הפעולות שאתה יודע לעשות?,negative
אני חשה מבולבלת,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש בבית,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה בבית,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש שאני בבית,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה שאני בבית,מה הפעולות שאתה יודע לעשות?,negative
אני חש שאני בבית,מה הפעולות שאתה יודע לעשות?,negative
אני חש בבית,מה הפעולות שאתה יודע לעשות?,negative
אני חשה בבית,מה הפעולות שאתה יודע לעשות?,negative
אני חשה שאני בבית,מה הפעולות שאתה יודע לעשות?,negative
אני מתרגשת,מה הפעולות שאתה יודע לעשות?,negative
אני מתרגש,מה הפעולות שאתה יודע לעשות?,negative
אני חש התרגשות,מה הפעולות שאתה יודע לעשות?,negative
אני חשה התרגשות,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש געגוע,מה הפעולות שאתה יודע לעשות?,negative
אני חש געגוע,מה הפעולות שאתה יודע לעשות?,negative
אני חשה געגוע,מה הפעולות שאתה יודע לעשות?,negative
אני מתגעגעת,מה הפעולות שאתה יודע לעשות?,negative
אני מתגעגע,מה הפעולות שאתה יודע לעשות?,negative
אני מפחד היום,מה הפעולות שאתה יודע לעשות?,negative
אני מפחדת היום,מה הפעולות שאתה יודע לעשות?,negative
אני מרגיש פחד היום,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה פחד היום,מה הפעולות שאתה יודע לעשות?,negative
אני חש פחד היום,מה הפעולות שאתה יודע לעשות?,negative
אני חשה פחד היום,מה הפעולות שאתה יודע לעשות?,negative
אני מרגישה קצת חולה,מה הפעולות שאתה יודע לעשות?,negative
